src,dst,src_neo4j_id,dst_neo4j_id,rel,relation_type,props_json
3,408,1815,1701,RELATED_TO,RELATED,"{""reason"": ""心肌损伤与心肌病存在关联"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6964089870452881, ""rank"": 6, ""relation_type"": ""RELATED""}"
3,409,1815,1704,RELATED_TO,RELATED,"{""reason"": ""心肌缺血与心肌病相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.690033495426178, ""rank"": 8, ""relation_type"": ""RELATED""}"
3,266,1815,1163,RELATED_TO,BROADER,"{""reason"": ""心肌肥厚是多种心肌病的一种表现，属于心肌病的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6766728162765503, ""rank"": 10, ""relation_type"": ""BROADER""}"
3,17,1815,26,RELATED_TO,BROADER,"{""reason"": ""心肌肥厚是多种心肌病的一种表现，属于心肌病的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6767335534095764, ""rank"": 9, ""relation_type"": ""BROADER""}"
3,224,1815,1121,RELATED_TO,EXACT,"{""reason"": ""心肌缺血性疾病与心肌病是同义或等价的概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7608885765075684, ""rank"": 2, ""relation_type"": ""EXACT""}"
3,1,1815,5,RELATED_TO,EXACT,"{""reason"": ""心肌缺血性疾病与心肌病是同义或等价的概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7608615756034851, ""rank"": 3, ""relation_type"": ""EXACT""}"
4,400,1816,1679,RELATED_TO,RELATED,"{""reason"": ""与侧壁心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7976629734039307, ""rank"": 1, ""relation_type"": ""RELATED""}"
5,380,1817,1626,RELATED_TO,RELATED,"{""reason"": ""这一候选节点描述了心肌梗死的另一种类型，可能与标签描述的情况相关。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7782139182090759, ""rank"": 2, ""relation_type"": ""RELATED""}"
5,406,1817,1696,RELATED_TO,RELATED,"{""reason"": ""这一候选节点描述了一种与标签相关的心肌梗死类型。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6856235265731812, ""rank"": 9, ""relation_type"": ""RELATED""}"
5,400,1817,1679,RELATED_TO,RELATED,"{""reason"": ""这一候选节点属于心肌梗死的特定类型，但并不完全等价于标签描述的情况。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8162956237792969, ""rank"": 1, ""relation_type"": ""RELATED""}"
5,381,1817,1628,RELATED_TO,RELATED,"{""reason"": ""描述了心肌梗死的另一种相关情况，可能与标签相关。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6946620941162109, ""rank"": 6, ""relation_type"": ""RELATED""}"
5,382,1817,1631,RELATED_TO,RELATED,"{""reason"": ""描述了心肌梗死的特殊情况，与标签相关。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6972119808197021, ""rank"": 5, ""relation_type"": ""RELATED""}"
6,374,1818,1610,RELATED_TO,BROADER,"{""reason"": ""上位概念，anterior myocardial infarction 包含了 acute myocardial infarction of anterior wall"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7141646146774292, ""rank"": 4, ""relation_type"": ""BROADER""}"
6,172,1818,696,RELATED_TO,RELATED,"{""reason"": ""相关的同一疾病谱，提到急性心肌梗死的概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6554186344146729, ""rank"": 8, ""relation_type"": ""RELATED""}"
6,226,1818,1123,RELATED_TO,RELATED,"{""reason"": ""相关的同一疾病谱，提到急性心肌梗死的概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.655375599861145, ""rank"": 10, ""relation_type"": ""RELATED""}"
6,378,1818,1620,RELATED_TO,EXACT,"{""reason"": ""同义，描述相同的疾病概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8408305048942566, ""rank"": 1, ""relation_type"": ""EXACT""}"
7,410,1819,1705,RELATED_TO,RELATED,"{""reason"": ""心肌梗死与心肌坏死相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6652573347091675, ""rank"": 7, ""relation_type"": ""RELATED""}"
7,373,1819,1607,RELATED_TO,RELATED,"{""reason"": ""心肌损伤/缺血相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6732487678527832, ""rank"": 5, ""relation_type"": ""RELATED""}"
7,408,1819,1701,RELATED_TO,RELATED,"{""reason"": ""心肌损伤是心肌坏死的相关概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7106643915176392, ""rank"": 2, ""relation_type"": ""RELATED""}"
7,409,1819,1704,RELATED_TO,RELATED,"{""reason"": ""心肌缺血与心肌坏死相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.686423659324646, ""rank"": 4, ""relation_type"": ""RELATED""}"
7,411,1819,1706,RELATED_TO,RELATED,"{""reason"": ""心肌缺血或心肌梗死与心肌坏死相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.660494863986969, ""rank"": 9, ""relation_type"": ""RELATED""}"
8,410,1820,1705,RELATED_TO,BROADER,"{""reason"": ""myocardial infarction 是 subendocardial myocardial infarction 的上位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7406295537948608, ""rank"": 3, ""relation_type"": ""BROADER""}"
8,411,1820,1706,RELATED_TO,RELATED,"{""reason"": ""心肌缺血或心肌梗塞相关，与标签在疾病谱中有关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6789035797119141, ""rank"": 10, ""relation_type"": ""RELATED""}"
8,78,1820,266,RELATED_TO,RELATED,"{""reason"": ""与心肌梗塞相关，但不是具体的 subendocardial myocardial infarction"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6914350986480713, ""rank"": 5, ""relation_type"": ""RELATED""}"
8,392,1820,1655,RELATED_TO,RELATED,"{""reason"": ""心肌缺血/梗塞相关，与标签在疾病谱中有关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6913923025131226, ""rank"": 7, ""relation_type"": ""RELATED""}"
9,10,1821,17,RELATED_TO,RELATED,"{""reason"": ""与先天性动脉异常相关，可能影响动脉瘤形成"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.47096747159957886, ""rank"": 4, ""relation_type"": ""RELATED""}"
9,261,1821,1158,RELATED_TO,RELATED,"{""reason"": ""与先天性动脉异常相关，可能影响动脉瘤形成"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.4709499478340149, ""rank"": 5, ""relation_type"": ""RELATED""}"
9,338,1821,1235,RELATED_TO,RELATED,"{""reason"": ""脑卒中可能由动脉瘤引起，与动脉瘤相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.43455129861831665, ""rank"": 10, ""relation_type"": ""RELATED""}"
10,46,1822,107,RELATED_TO,RELATED,"{""reason"": ""心房颤动与左心房肥大相关，但不是上下位关系"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5545008778572083, ""rank"": 8, ""relation_type"": ""RELATED""}"
11,396,1823,1670,RELATED_TO,RELATED,"{""reason"": ""右心室的影响相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6038480401039124, ""rank"": 4, ""relation_type"": ""RELATED""}"
12,1,1824,5,RELATED_TO,RELATED,"{""reason"": ""相关，心肌缺血相关疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7826812267303467, ""rank"": 10, ""relation_type"": ""RELATED""}"
12,411,1824,1706,RELATED_TO,RELATED,"{""reason"": ""相关，包含心肌缺血和梗死"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8136256337165833, ""rank"": 7, ""relation_type"": ""RELATED""}"
12,409,1824,1704,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.9457218050956726, ""rank"": 2, ""relation_type"": ""EXACT""}"
12,373,1824,1607,RELATED_TO,RELATED,"{""reason"": ""相关，涉及心肌损伤"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.814978837966919, ""rank"": 6, ""relation_type"": ""RELATED""}"
12,392,1824,1655,RELATED_TO,RELATED,"{""reason"": ""相关，既包含心肌缺血也包括心肌梗死"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8190032243728638, ""rank"": 5, ""relation_type"": ""RELATED""}"
12,224,1824,1121,RELATED_TO,RELATED,"{""reason"": ""相关，属于心肌缺血疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7826821804046631, ""rank"": 9, ""relation_type"": ""RELATED""}"
12,6,1824,13,RELATED_TO,RELATED,"{""reason"": ""相关，涉及暂时性心肌缺血"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7867231369018555, ""rank"": 8, ""relation_type"": ""RELATED""}"
13,409,1825,1704,RELATED_TO,RELATED,"{""reason"": ""心肌缺血是一个更广泛的概念，包含了亚心内膜缺血"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7650290727615356, ""rank"": 2, ""relation_type"": ""RELATED""}"
13,403,1825,1688,RELATED_TO,RELATED,"{""reason"": ""广泛心肌缺血与亚心内膜缺血相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6757324934005737, ""rank"": 10, ""relation_type"": ""RELATED""}"
13,392,1825,1655,RELATED_TO,RELATED,"{""reason"": ""心肌缺血/梗死与亚心内膜缺血相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.686972975730896, ""rank"": 8, ""relation_type"": ""RELATED""}"
13,224,1825,1121,RELATED_TO,NARROWER,"{""reason"": ""心肌缺血性疾病可包含亚心内膜缺血"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6895077228546143, ""rank"": 5, ""relation_type"": ""NARROWER""}"
13,373,1825,1607,RELATED_TO,RELATED,"{""reason"": ""心肌损伤/缺血与亚心内膜缺血相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6801899075508118, ""rank"": 9, ""relation_type"": ""RELATED""}"
13,1,1825,5,RELATED_TO,NARROWER,"{""reason"": ""心肌缺血性疾病可包含亚心内膜缺血"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6895068883895874, ""rank"": 6, ""relation_type"": ""NARROWER""}"
14,71,1826,247,RELATED_TO,NARROWER,"{""reason"": ""心房病理可能导致心肌病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6374128460884094, ""rank"": 4, ""relation_type"": ""NARROWER""}"
14,201,1826,792,RELATED_TO,RELATED,"{""reason"": ""冠心病可能与心房心律失常相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6106064319610596, ""rank"": 5, ""relation_type"": ""RELATED""}"
14,252,1826,1149,RELATED_TO,RELATED,"{""reason"": ""与心房心律失常相关，属于心血管疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6487102508544922, ""rank"": 2, ""relation_type"": ""RELATED""}"
14,46,1826,107,RELATED_TO,RELATED,"{""reason"": ""与心房心律失常相关，属于心血管疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6684229373931885, ""rank"": 1, ""relation_type"": ""RELATED""}"
14,141,1826,596,RELATED_TO,RELATED,"{""reason"": ""与心房心律失常相关，属于心血管疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6486232280731201, ""rank"": 3, ""relation_type"": ""RELATED""}"
15,252,1827,1149,RELATED_TO,RELATED,"{""reason"": ""与心房颤动同属于心律失常，但不是同义概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.758873701095581, ""rank"": 1, ""relation_type"": ""RELATED""}"
15,141,1827,596,RELATED_TO,RELATED,"{""reason"": ""与心房颤动同属心律失常，临床表现和病理特征相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7588487267494202, ""rank"": 2, ""relation_type"": ""RELATED""}"
15,46,1827,107,RELATED_TO,RELATED,"{""reason"": ""与心房颤动相关，名称稍有不同"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7576556205749512, ""rank"": 3, ""relation_type"": ""RELATED""}"
16,410,1828,1705,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8652981519699097, ""rank"": 2, ""relation_type"": ""RELATED""}"
16,392,1828,1655,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7895281314849854, ""rank"": 6, ""relation_type"": ""RELATED""}"
16,78,1828,266,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8071955442428589, ""rank"": 3, ""relation_type"": ""RELATED""}"
16,226,1828,1123,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7678214907646179, ""rank"": 9, ""relation_type"": ""RELATED""}"
16,172,1828,696,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.767812967300415, ""rank"": 10, ""relation_type"": ""RELATED""}"
16,411,1828,1706,RELATED_TO,RELATED,"{""reason"": ""与旧心肌梗死相关，属于同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8023520112037659, ""rank"": 4, ""relation_type"": ""RELATED""}"
17,146,1829,619,RELATED_TO,RELATED,"{""reason"": ""复杂性心室早搏与发作性室性心动过速相关，但并不完全等同"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.617678701877594, ""rank"": 1, ""relation_type"": ""RELATED""}"
17,305,1829,1202,RELATED_TO,RELATED,"{""reason"": ""复杂性心室早搏与发作性室性心动过速相关，但并不完全等同"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.617603063583374, ""rank"": 2, ""relation_type"": ""RELATED""}"
19,252,1831,1149,RELATED_TO,EXACT,"{""reason"": ""与标签同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7383385300636292, ""rank"": 2, ""relation_type"": ""EXACT""}"
19,46,1831,107,RELATED_TO,EXACT,"{""reason"": ""与标签同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7548359632492065, ""rank"": 1, ""relation_type"": ""EXACT""}"
19,141,1831,596,RELATED_TO,EXACT,"{""reason"": ""与标签同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7383067011833191, ""rank"": 3, ""relation_type"": ""EXACT""}"
20,1,1832,5,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7741053700447083, ""rank"": 3, ""relation_type"": ""RELATED""}"
20,274,1832,1171,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6730871200561523, ""rank"": 10, ""relation_type"": ""RELATED""}"
20,14,1832,21,RELATED_TO,NARROWER,"{""reason"": ""下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7122750878334045, ""rank"": 4, ""relation_type"": ""NARROWER""}"
20,158,1832,652,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8343696594238281, ""rank"": 1, ""relation_type"": ""EXACT""}"
20,61,1832,203,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6731702089309692, ""rank"": 9, ""relation_type"": ""RELATED""}"
20,224,1832,1121,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7741281986236572, ""rank"": 2, ""relation_type"": ""RELATED""}"
20,409,1832,1704,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6833400726318359, ""rank"": 8, ""relation_type"": ""RELATED""}"
20,372,1832,1604,RELATED_TO,NARROWER,"{""reason"": ""下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6923842430114746, ""rank"": 5, ""relation_type"": ""NARROWER""}"
20,153,1832,637,RELATED_TO,RELATED,"{""reason"": ""相关但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.687361478805542, ""rank"": 6, ""relation_type"": ""RELATED""}"
21,17,1833,26,RELATED_TO,NARROWER,"{""reason"": ""同上"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.721491813659668, ""rank"": 5, ""relation_type"": ""NARROWER""}"
21,266,1833,1163,RELATED_TO,NARROWER,"{""reason"": ""候选节点为心肌肥厚，概念上更广泛，属于心室肥厚的上位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7215926647186279, ""rank"": 4, ""relation_type"": ""NARROWER""}"
22,141,1834,596,RELATED_TO,EXACT,"{""reason"": ""与标签Fibrillation同义，即心房颤动。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7095842361450195, ""rank"": 1, ""relation_type"": ""EXACT""}"
22,201,1834,792,RELATED_TO,RELATED,"{""reason"": ""与心房颤动相关的冠心病。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5333379507064819, ""rank"": 7, ""relation_type"": ""RELATED""}"
22,46,1834,107,RELATED_TO,EXACT,"{""reason"": ""与标签Fibrillation同义，即心房颤动。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6764562726020813, ""rank"": 3, ""relation_type"": ""EXACT""}"
22,252,1834,1149,RELATED_TO,EXACT,"{""reason"": ""与标签Fibrillation同义，即心房颤动。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7094775438308716, ""rank"": 2, ""relation_type"": ""EXACT""}"
24,45,1836,96,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱，急性冠脉综合症中的一个类别"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6626758575439453, ""rank"": 10, ""relation_type"": ""RELATED""}"
24,224,1836,1121,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱，心肌缺血性疾病相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6782257556915283, ""rank"": 8, ""relation_type"": ""RELATED""}"
24,172,1836,696,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7047802209854126, ""rank"": 1, ""relation_type"": ""EXACT""}"
24,16,1836,23,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱，关联但非上下位"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6922322511672974, ""rank"": 5, ""relation_type"": ""RELATED""}"
24,33,1836,60,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7047802209854126, ""rank"": 2, ""relation_type"": ""EXACT""}"
24,4,1836,9,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱，急性冠脉综合症中可包含急性缺血性心脏病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6798207759857178, ""rank"": 7, ""relation_type"": ""RELATED""}"
24,158,1836,652,RELATED_TO,BROADER,"{""reason"": ""上位概念，涵盖急性缺血性心脏病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7018996477127075, ""rank"": 4, ""relation_type"": ""BROADER""}"
24,226,1836,1123,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.70476233959198, ""rank"": 3, ""relation_type"": ""EXACT""}"
24,1,1836,5,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱，心肌缺血性相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6782071590423584, ""rank"": 9, ""relation_type"": ""RELATED""}"
25,363,1837,1260,RELATED_TO,RELATED,"{""reason"": ""舒张功能障碍可能与心脏结构性疾病有关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5239256620407104, ""rank"": 4, ""relation_type"": ""RELATED""}"
25,364,1837,1261,RELATED_TO,RELATED,"{""reason"": ""严重左心室收缩功能障碍可能与心脏结构性疾病相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5183255672454834, ""rank"": 10, ""relation_type"": ""RELATED""}"
25,17,1837,26,RELATED_TO,RELATED,"{""reason"": ""心肌肥厚可视为与心脏结构性疾病相关的状态"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5233482122421265, ""rank"": 7, ""relation_type"": ""RELATED""}"
